sentence|logit_diff|correct_id|foil_id
according to labour mp owen bonnici , the responsibilities of the post|2.808670997619629|2291|3407
according to langerwerf , signs of an unhealthy dragon|3.203912615776062|2291|3407
according to lore , there was a wager on the outcome of this game , and yellow flowers on a blue background still|1.0081672668457031|2152|7160
according to mandeville , no one ventures into hanyson out of fear , but the people in the surrounding area|4.7000322341918945|760|4206
according to mcginn human minds lack the concept-forming procedures to fully grasp how mental properties such as consciousness|4.433131217956543|15058|22068
according to one church document , `` her expositions on any given bible passage|3.024715691804886|2897|4394
according to one source , archives show that the over 20 years of cra activity|-1.203552484512329|905|2523
according to perry link , pressure on western institutions also|2.302703857421875|2753|1011
according to research , four types of mangrove|1.7356410026550293|2152|7160
according to reuters , `` all voters in town|0|1742|1742
according to sara greenhilt , people in the afterlife|5.1163676381111145|1656|3568
according to scholar and follower ron geaves , this lack of professed concepts|3.3808493614196777|3578|1249
according to some , the use of antlers|1.8314324617385864|5644|1950
according to the 1915 version of robert 's rules of order revised , the motion to reconsider and enter on the minutes|2.834777355194092|2753|1011
according to the 2002 census , all settlements in the kladovo municipality|4.311482906341553|423|468
according to the 2011 census , ethnic groups in the municipality of jagodina|2.94270658493042|2291|3407
according to the article the creatures in question|4.2382285594940186|1656|3568
according to the band website , the artists that were most influential to mechanical angel 's music|3.6631321907043457|2291|3407
according to the billiard congress of america , the governing body for billiards in the united states , honolulu|-1.033079981803894|10969|1944
according to the cognitive-behavioural model of illness , the patient 's interpretation of symptoms|3.0778648853302|5341|711
according to the eu directives for electronic signatures most , if not all , mobile signature implementations to date|4.85850465297699|7716|18616
according to the google analytics , in 2012 the number of daily twitter visitors from ukraine|0.07597994804382324|12229|3151
according to the museum , european artists represented in the collection|4.178370475769043|2291|3407
according to the national park service , `` a look at earlier photographs|2.1870827674865723|9217|7603
according to the rules , indiscriminate lists of information|1.7238421440124512|4425|14754
according to these advocates , traditional christian views of human sexuality|2.7421024441719055|8160|15738
according to the ship 's history webpage , a coat of arms ``|2.148735284805298|2095|34404
according to the state constitution , the conditions for succession|3.7420454025268555|2291|3407
according to this provision , if a nationally recognized firm of economic consultants|4.059964656829834|15947|5004
according to tradition , the roots of british monarchy|2.1568820476531982|9117|14582
according to unofficial reports , experts , and politicians , the real number of dalits in pakistan|3.7204158306121826|21695|7074
according to vig , not your kind of people|-1.1547365188598633|8849|1317
according to yeats , the solitary fairies , like the leprechaun ,|3.5688464641571045|5806|17326
according to zatorre ( 1989 ) , some major advantages of this method|5.106460094451904|2291|3407
accounts of her early life|2.7034830451011658|7565|17806
accounts of the engagement|1.1219796538352966|7603|9217
accounts of their siege of merida|0.9911628365516663|787|1838
accounts of the period|2.7993112802505493|2291|3407
accounts of the year|2.004261016845703|2291|3407
accounts of this ostracism by plutarch|-0.3196132183074951|6901|8477
accounts written during tod 's lifetime|0.9787602424621582|910|1139
accusations against me in this regard|3.1642353236675262|761|2476
accusations that have bypassed his cabinet|2.5102379322052|2291|3407
a cd release , all points bulletin ,|-0.7563169002532959|3033|3895
ace edition of the conan stories , the return of conan|2.0101470947265625|5679|1061
a center of excellence provides a framework by which all business analysts in an organization|5.2465740442276|3189|36721
a centre-left coalition of four parties , led by zoran milanovic ,|0.9807436466217041|7864|1592
a certain chemical reaction used to take 14 miliseconds , now it|5.112318992614746|2753|1011
a certificate authority ( ca ) , issuing the certificates ,|1.4666478037834167|6529|719
acetic acid bacteria , such as those from the genera acetobacter and gluconobacter|3.578584313392639|4439|11073
a chain of calls|1.1773260533809662|4477|2555
a change in magnetic properties|2.7318616956472397|2753|1011
a change to constitutional documents of the council|1.7136712074279785|4433|2421
a chapter of errors|-1.7783910632133484|7224|766
a charming malayan businessman based in hong kong , fan liu-yuan ( chow yun-fat ) , who is always surrounded by women ,|3.129600465297699|4325|1645
achievements of the industry|2.2068424224853516|2291|3407
a chopin devotee , rosca delights in playing chopin with orchestra and often|4.054020881652832|5341|711
a chronological list of the niccolò di pitigliano 's early contracts|2.0082050561904907|2523|905
a church of these dimensions|1.5480483770370483|17313|12705
a church was built atop a hill which still stands at present where the residents of this simple town|3.183032274246216|1577|3607
a circle with two parallel arrows|3.2123080492019653|1724|1612
a city-state can also be defined as a central city and its surrounding villages , which together follow the same law ,|1.83213472366333|423|468
a city-wide chorus , open to all citizens ,|1.615814208984375|3769|2148
a civil twilight period of about two weeks|1.905833899974823|8833|3051
a civil war , lasting four years ,|1.4795578122138977|9457|2270
a class of students|0.2652534246444702|2753|1011
a close examination of her edits|2.780442237854004|10069|7766
a closer examination of these confederate columbiads|2.9153623580932617|10069|7766
a closer look at many legislative , regulatory and judicial decisions|0.34976518154144287|9217|7603
a closer look at the films also|1.4417524337768555|5644|1950
a closer look at the lists|2.381786346435547|10069|7766
a cluster of small craters|0.7041809558868408|8698|3002
a coin assayer is often assigned to each mint or assay office to determine and assure that all coins produced at the mint|4.772219181060791|423|468
a coin , equally weighted on both sides ,|1.652235507965088|468|423
