sentence|logit_diff|correct_id|foil_id
Dana is irritating|0.5618686676025391|5223|2241
Beverly returned to|4.678189754486084|5223|2346
Nicole had loved|3.000123977661133|5223|2241
Every fish did find|3.919229507446289|2346|5223
Steve fires|4.774018183350563|2241|2346
That woman can't scare|2.909069538116455|5223|2241
Sharon shouldn't observe|3.4400395154953003|5223|2241
Tonya forgot|4.001230597496033|5223|2241
Gina has complained about|4.211866497993469|5223|2346
Kristin had bothered|6.44664204120636|5223|2346
Dana loves|3.8602081537246704|5223|2346
Regina scares|3.1778995990753174|5223|2241
Chad had aggravated|4.270750880241394|2241|2346
Margaret is describing|2.8610727787017822|5223|2241
Deanna couldn't kiss|2.3447588682174683|5223|2241
Jerry hides|1.5904278755187988|2241|5223
Russell wasn't approaching|4.643166899681091|2241|2346
Alice is impressing|4.989464282989502|5223|2346
Laurie boasts about|2.904524326324463|5223|2241
Peter returned to|4.640440225601196|2241|2346
Lissa can notice|2.8953304290771484|5223|2241
Clyde couldn't notice|0.5339987277984619|2241|5223
Matt didn't hire|4.536997735500336|2241|2346
Dana had disturbed|2.9951283931732178|5223|2346
Jill is criticizing|2.209800958633423|5223|2241
Rhonda remembers|2.9932913780212402|5223|2241
Julia hasn't impressed|2.6165218353271484|5223|2241
Suzanne cured|2.5048084259033203|5223|2241
Kenneth hadn't kissed|1.2307722568511963|2241|5223
Janice hadn't shocked|4.368874549865723|5223|2346
Janice had left|3.664171412587166|5223|2346
Joseph will care for|4.103347599506378|2241|2346
Janice wasn't upsetting|3.013321876525879|5223|2241
Tiffany isn't investigating|2.9042234420776367|5223|2241
Sally isn't praising|2.3900279998779297|5223|2241
Susan should distract|5.508145809173584|5223|2346
The waitress hasn't described|5.313288927078247|5223|2346
Cynthia listens to|3.850070148706436|5223|2346
Donald discussed|3.9728217124938965|2241|5223
Matt admires|3.9785555005073547|2241|2346
Sally is annoying|3.56841316819191|5223|2346
Carrie disturbs|2.9495152831077576|5223|2346
Irene investigated|2.232107400894165|5223|2241
Dana has hurt|3.16090726852417|5223|2346
Travis had thought about|4.261873722076416|2241|2346
Maria talks to|5.159245252609253|5223|2346
Sherry shouldn't fire|4.075105369091034|5223|2346
Dawn shocked|2.7094502449035645|5223|2346
Stacy escapes from|2.2226879000663757|5223|2241
Laura did investigate|2.470264434814453|5223|2241
Liam hasn't fled from|4.134283781051636|2241|5223
Carla couldn't escape from|2.603322744369507|5223|2241
Eric could think about|2.469573974609375|2241|5223
Carrie didn't hide|5.674297094345093|5223|2346
The woman can't annoy|3.219090461730957|5223|2241
Carl hasn't impressed|4.651519164443016|2241|2346
Michael hugged|5.396048188209534|2241|2346
Marcus could see|2.4413881301879883|2241|5223
Charles had talked about|4.672781825065613|2241|2346
Jacqueline wouldn't discuss|4.435458660125732|5223|2346
Jason helped|5.4664716720581055|2241|2346
Patrick finds|4.742921590805054|2241|2346
Mark fires|3.58912456035614|2241|2346
Tiffany argued about|3.6860095262527466|5223|2346
Lori hadn't talked to|3.2404171228408813|5223|2241
Alice has distracted|3.4023852348327637|5223|2241
Rose heals|2.211963176727295|5223|2346
Grace wouldn't talk to|4.029797196388245|5223|2346
Kimberley would embarrass|4.203579902648926|5223|2346
John admires|4.213851138949394|2241|2346
Deborah didn't bother|3.094712972640991|5223|2241
Grace finds|3.0816893577575684|5223|2241
John hadn't talked to|6.459356307983398|2241|2346
Clyde distracted|5.052597880363464|2241|2346
Dennis praises|4.151365101337433|2241|2346
Mary hides|3.8176980018615723|5223|2241
Sally wouldn't talk about|5.155432641506195|5223|2346
Thomas hadn't irritated|2.2580718994140625|2241|5223
Donna hides|5.652419209480286|5223|2346
This guy discusses|4.509037733078003|2241|5223
Steven described|1.7138700485229492|2241|5223
Carolyn hadn't alarmed|5.380158185958862|5223|2346
Some boy isn't stunning|1.2243280410766602|2241|5223
Janice hasn't distracted|5.552835702896118|5223|2346
An organization astounded|4.391450524330139|2346|5223
Angela hasn't impressed|2.900952696800232|5223|2241
Rose conceals|2.3553242683410645|5223|2241
Lawrence questioned|0.949724555015564|2241|5223
Sarah knows|4.409929513931274|5223|2346
Cindy wasn't astounding|2.0372304916381836|5223|2241
Andrew is talking to|2.575047731399536|2241|5223
Kimberley isn't admiring|4.213046431541443|5223|2346
Samantha argued about|3.4580121636390686|5223|2346
Beth had sounded like|3.5195814967155457|5223|2346
Rachelle aggravated|4.634254530072212|5223|2346
Bruce had noticed|3.7927149534225464|2241|2346
Heidi talks about|3.8669222593307495|5223|2241
Amy scares|2.481698513031006|5223|2241
Donna isn't hiring|2.7759211659431458|5223|2346
Eric returned to|2.518638625741005|2241|5223
Lucille should fire|3.445024251937866|5223|2241
Amelia escaped from|3.008831739425659|5223|2241
Katherine bored|3.237525463104248|5223|2241
Kirsten wasn't praising|4.101911544799805|5223|2346
Valerie works with|2.0492387413978577|5223|2241
Teresa was observing|3.228403329849243|5223|2241
Samuel disagrees with|2.6643955409526825|2241|5223
Kayla thinks about|5.325768817216158|5223|2346
Frank describes|2.5469679832458496|2241|5223
Tanya wouldn't distract|4.667577743530273|5223|2346
Rhonda was shocking|2.6135990619659424|5223|2241
Kimberley loved|3.085057854652405|5223|2241
Amelia can't help|4.107521057128906|5223|2241
Martin has listened to|2.2285356521606445|2241|5223
Elizabeth will help|3.6193321347236633|5223|2346
Some man can't describe|3.9418110847473145|2241|2346
Sara observed|2.7601892948150635|5223|2241
Irene watches|4.904210925102234|5223|2346
Jerry impressed|2.318067789077759|2241|5223
Sharon is watching|2.744755446910858|5223|2241
Christina observed|4.256274938583374|5223|2346
Cynthia distracted|5.270224094390869|5223|2346
Samuel had cared for|4.7809900641441345|2241|2346
Omar would attack|3.672503352165222|2241|2346
Kirsten helps|2.3942219018936157|5223|2241
Janice complained about|4.527071237564087|5223|2346
Tina is insulting|3.397752523422241|5223|2346
Wayne is attacking|3.0652633011341095|2241|5223
Meredith was curing|2.065314769744873|5223|2241
Anne couldn't distract|3.78513765335083|5223|2241
Joseph notices|4.2266082763671875|2241|2346
Patricia hugged|5.532644271850586|5223|2346
Karla has confused|2.8401565551757812|5223|2241
Derek is noticing|4.185109376907349|2241|2346
Edward attacked|0.7748537063598633|2241|5223
Roger hadn't stunned|1.7984771728515625|2241|5223
Carlos isn't discussing|4.321556568145752|2241|5223
Danielle will appreciate|2.582746982574463|5223|2241
Curtis didn't respect|4.280251502990723|2241|2346
Kathleen does investigate|3.7077090740203857|5223|2346
Marla isn't approaching|3.6450281143188477|5223|2241
Vanessa concealed|4.048376083374023|5223|2241
Brett escapes from|3.919631600379944|2241|2346
Kenneth hadn't seen|5.802407741546631|2241|2346
Clyde cared for|4.692671537399292|2241|2346
Craig wouldn't return to|2.801644802093506|2241|5223
Jessica has noticed|4.819709300994873|5223|2346
Bethany likes|4.694902658462524|5223|2346
Douglas can't visit|1.923187494277954|2241|5223
Travis hasn't attacked|3.789501368999481|2241|2346
Cindy conceals|5.279051065444946|5223|2346
Julie can't upset|4.651334166526794|5223|2346
Adam insults|3.3389200568199158|2241|2346
Grace won't astound|2.7503867745399475|5223|2346
Rebecca hasn't hugged|3.3498021364212036|5223|2241
Gregory is questioning|2.0703601837158203|2241|5223
Carla hasn't praised|2.65826153755188|5223|2241
Lissa thought about|3.2782832384109497|5223|2241
Cindy would hire|3.4583956003189087|5223|2346
Christine hadn't boasted about|4.068243741989136|5223|2241
Alice wasn't hugging|5.534601390361786|5223|2346
A report disagreed with|2.2798905819654465|2346|5223
Amanda will alarm|3.689363121986389|5223|2346
Rhonda likes|4.567781925201416|5223|2346
Vincent embarrassed|5.713596343994141|2241|2346
The waitress discovers|2.0769457817077637|5223|2241
Jennifer has scared|5.018232345581055|5223|2346
Tamara had upset|3.1579928398132324|5223|2241
Tara hadn't seen|3.263915538787842|5223|2241
Every girl isn't referencing|3.9839625358581543|5223|2241
Cynthia might argue about|2.174455165863037|5223|2346
Carmen isn't talking to|2.216305732727051|5223|2241
Donna dislikes|4.1977898478508|5223|2346
Sonia isn't discussing|3.9113227128982544|5223|2346
Dana couldn't bother|0.1927633285522461|5223|2241
Irene hadn't scared|5.031995058059692|5223|2346
Beverly has investigated|3.2748857736587524|5223|2346
Chad complains about|2.937966972589493|2241|5223
Suzanne hadn't known|2.9513704776763916|5223|2241
Sally visited|5.061321020126343|5223|2346
Rachelle distracted|2.931887626647949|5223|2241
Dawn escaped from|1.8999218940734863|5223|2346
Omar reveals|4.821681261062622|2241|2346
Rodney had visited|1.8653707802295685|2241|5223
Noah sees|2.253938913345337|2241|5223
Gerald has cared for|5.026638329029083|2241|2346
Sabrina has remembered|3.411687433719635|5223|2241
Laurie won't like|1.3268696069717407|5223|2241
Richard would annoy|2.539632558822632|2241|5223
Matt isn't disturbing|4.486335515975952|2241|2346
Rachel respected|4.191031515598297|5223|2346
Veronica wouldn't work with|1.6302694082260132|5223|2241
Ronald hadn't bothered|2.8761954307556152|2241|5223
Phillip had attacked|1.7754380702972412|2241|5223
Some girl will discuss|4.101829290390015|5223|2346
Elaine investigates|1.9543542265892029|5223|2241
Holly isn't attacking|3.9068529903888702|5223|2346
Margaret approached|4.791155934333801|5223|2346
Ruth irritated|4.625143676996231|5223|2346
Florence sounds like|0.14371466636657715|5223|2346
Homer is attacking|4.128246545791626|2241|2346
Randolf wasn't boring|3.750337839126587|2241|2346
Guy would insult|2.2171144485473633|2241|5223
Colleen doesn't complain about|3.4266250133514404|5223|2241
Cynthia wouldn't distract|2.3724236488342285|5223|2241
Tammy can't scare|4.407821893692017|5223|2346
Ruth heals|3.0875017642974854|5223|2346
Dennis won't hide|3.6506905555725098|2241|5223
Natalie confused|4.499207139015198|5223|2346
Travis doesn't find|2.7850394248962402|2241|5223
Susan visited|4.912545323371887|5223|2346
Steve has complained about|3.7937567234039307|2241|5223
Tara could scare|2.3486759662628174|5223|2241
Bill hires|2.677525758743286|2241|5223
Matt found|2.8178720474243164|2241|5223
Travis listened to|4.489308476448059|2241|2346
Kayla forgot|6.0858694314956665|5223|2346
Noah hides|2.370164394378662|2241|5223
Dan cured|2.368772506713867|2241|5223
Spain was scaring|2.697545051574707|2346|5223
The library couldn't aggravate|2.7340469360351562|2346|2241
Catherine isn't confusing|4.170082688331604|5223|2346
Adam doesn't escape from|3.1798720359802246|2241|5223
Steven was impressing|3.938087224960327|2241|5223
Rebecca has visited|4.524282813072205|5223|2346
Todd doesn't see|4.610095500946045|2241|2346
Barbara is noticing|3.861159384250641|5223|2241
Bruce hasn't irritated|3.1958489418029785|2241|5223
Kenneth worked with|3.734129786491394|2241|5223
Christina hadn't discussed|5.654656410217285|5223|2346
Robert has hidden|4.778650641441345|2241|2346
Bill isn't disgusting|2.717435598373413|2241|5223
Richard argued about|2.510165274143219|2241|2346
The lady referenced|3.1411739960312843|5223|2346
Cynthia can't criticize|3.6528432369232178|5223|2346
Marie helped|1.5018792152404785|5223|2241
Bruce has upset|3.2073535323143005|2241|5223
Bill was insulting|2.0275166034698486|2241|5223
Grace hadn't confused|2.2873754501342773|5223|2241
This documentary has disagreed with|3.2144522666931152|2346|2241
Jennifer described|2.4270572662353516|5223|2241
Jane has shocked|4.776667475700378|5223|2346
Rachel wasn't curing|5.570631742477417|5223|2346
Judy disturbed|2.404435157775879|5223|2241
Ruth can't observe|3.462499499320984|5223|2346
Chad hurt|2.852867603302002|2241|5223
Diana describes|3.326112747192383|5223|2241
Carol might complain about|3.150257609784603|5223|2241
Andrew was annoying|1.2007452249526978|2241|5223
Derek isn't referencing|3.5561435222625732|2241|2346
Regina had scared|2.903392791748047|5223|2241
Roger isn't helping|2.7115893363952637|2241|5223
Carrie does cure|2.466970205307007|5223|2241
This newspaper article disagreed with|3.7661015391349792|2346|5223
Carl had known|5.052667856216431|2241|2346
Jodi was bothering|5.373803019523621|5223|2346
Kevin wasn't upsetting|4.942575693130493|2241|2346
Kenneth had hurt|7.364712715148926|2241|2346
Brad wasn't bothering|6.364148020744324|2241|2346
April fires|-1.7577155828475952|5223|2241
Theresa isn't healing|3.351543664932251|5223|2346
Steven remembered|5.010704398155212|2241|2346
Tina wasn't talking about|4.728670418262482|5223|2346
Christine loves|3.3714778423309326|5223|2241
That actress describes|5.5236406326293945|5223|2346
Bruce shouldn't argue about|3.3506736755371094|2241|2346
Caroline would help|3.5448920726776123|5223|2346
Bradley couldn't upset|2.317455530166626|2241|5223
Eva bored|2.534996509552002|5223|2241
David hires|5.000054955482483|2241|2346
Becca hadn't astounded|2.9958417415618896|5223|2241
Harvard University wasn't disturbing|3.583474636077881|2346|5223
Phillip hadn't watched|2.8405462503433228|2241|5223
Joel forgets|5.39016056060791|2241|2346
Linda could forget|3.3447673320770264|5223|2241
Laura can't criticize|4.38219428062439|5223|2346
Amelia watches|4.845227599143982|5223|2346
Kayla insults|4.305500090122223|5223|2346
Larry didn't heal|2.268622398376465|2241|5223
Maria hated|5.582258105278015|5223|2346
Walter wouldn't investigate|1.6139473915100098|2241|5223
Chad will alarm|3.576432704925537|2241|5223
Renee hadn't fled from|2.9969127774238586|5223|2241
Tina doesn't think about|5.157770991325378|5223|2346
Russell thought about|2.7243698835372925|2241|5223
Theresa remembered|6.498614311218262|5223|2346
Kenneth insulted|3.987495541572571|2241|2346
Eric admired|1.2954530715942383|2241|5223
The guy doesn't think about|5.146405935287476|2241|2346
Emily won't confuse|2.623277425765991|5223|2241
Jason complains about|1.5277458429336548|2241|5223
Victoria wasn't approaching|3.952846437692642|5223|2346
Liam hadn't returned to|3.923876643180847|2241|5223
Holly thinks about|2.8314177989959717|5223|2241
David discovered|1.6617915630340576|2241|5223
Every lady does irritate|4.821399927139282|5223|2346
Julia boasted about|6.145604848861694|5223|2346
Jacqueline has disgusted|3.7597994804382324|5223|2346
The guy doesn't irritate|3.6030097007751465|2241|5223
Chad is admiring|4.406690835952759|2241|2346
Andrea left|3.748099207878113|5223|2346
Melinda cured|2.9409170150756836|5223|2241
Meredith has kissed|4.51027524471283|5223|2346
April criticized|1.2294439673423767|5223|2346
Sheila won't bother|2.738569736480713|5223|2241
Roger should dislike|3.474960684776306|2241|2346
Rachelle talks to|5.020449757575989|5223|2346
Jerry would attack|3.1145380064845085|2241|2346
Julia has listened to|4.15403413772583|5223|2346
Ronald scared|2.24562406539917|2241|5223
Susan wasn't attacking|2.1681065559387207|5223|2241
Sarah could criticize|3.897023320198059|5223|2346
Stacy had hired|1.6816082000732422|5223|2241
Frank has worked with|3.5579564571380615|2241|2346
That actress will irritate|2.422898530960083|5223|2346
Stephanie has irritated|5.656139612197876|5223|2346
Colleen forgets|3.617861270904541|5223|2241
Nancy hurt|5.03553032875061|5223|2346
Deborah hasn't remembered|5.593457937240601|5223|2346
Alicia hasn't remembered|3.2178326845169067|5223|2241
Beverly can respect|1.8894176483154297|5223|2241
Ann has cared for|1.5954444408416748|5223|2241
Edward had disliked|2.9109350442886353|2241|5223
Melanie had returned to|4.702402234077454|5223|2346
Alexander scares|1.410517930984497|2241|5223
Ella revealed|4.903374910354614|5223|2346
Samuel hasn't hated|5.042951941490173|2241|2346
Omar embarrassed|3.0550708770751953|2241|5223
That boy upset|3.7898753881454468|2241|2346
Diana respected|2.197312831878662|5223|2241
Charles worked with|2.30007104575634|2241|5223
Veronica is shocking|3.6420938968658447|5223|2346
Lori disgusted|5.514951705932617|5223|2346
Steven hasn't helped|5.854341983795166|2241|2346
Roger did listen to|2.3313611149787903|2241|5223
Cindy disturbed|4.746737360954285|5223|2346
Laura isn't shocking|2.914400577545166|5223|2241
Patrick isn't impressing|4.933582663536072|2241|2346
Danielle bored|3.4764492511749268|5223|2241
Some movie was disagreeing with|3.2310831546783447|2346|5223
Anna investigated|5.137462675571442|5223|2346
Lissa hired|5.096049427986145|5223|2346
Heidi had stunned|3.202204942703247|5223|2241
Theodore boasted about|5.818100452423096|2241|5223
Every woman would care for|3.5366148948669434|5223|2241
That lady cured|4.780072212219238|5223|2346
Dana was criticizing|2.02261221408844|5223|2346
Heidi didn't work with|3.998891592025757|5223|2346
Guy isn't concealing|3.8305468559265137|2241|2346
Patricia was approaching|3.282141700387001|5223|2241
Alexander insults|3.103022187948227|2241|2346
Irene wasn't listening to|1.8684720993041992|5223|2241
Ruth returns to|4.953984498977661|5223|2346
Joel has hurt|3.7815771102905273|2241|5223
Katherine criticizes|2.2851309776306152|5223|2241
Steven visited|4.023722171783447|2241|2346
Susan knew|3.4834197759628296|5223|2241
Some report was disagreeing with|0.16268432140350342|2346|2241
Heather is worrying|4.596902847290039|5223|2241
Thomas reveals|1.9648375511169434|2241|5223
Aaron visits|2.3394255340099335|2241|5223
This company had disturbed|0.33333635330200195|2346|2241
Brian hasn't concealed|2.860422134399414|2241|5223
Carmen works with|1.7721425890922546|5223|2241
Kayla does admire|2.793203592300415|5223|2241
Marla can leave|4.374544620513916|5223|2346
Kristin has cured|5.844545960426331|5223|2346
This girl has loved|4.735134065151215|5223|2346
David wasn't confusing|4.39232063293457|2241|2346
Samantha appreciated|4.1153324842453|5223|2346
Deanna wouldn't return to|2.37017560005188|5223|2241
Some actress described|2.118823528289795|5223|2241
Sheila hasn't watched|2.919541835784912|5223|2241
Susan leaves|4.157203435897827|5223|2241
That woman hasn't described|6.137142896652222|5223|2346
Christina discussed|4.901540756225586|5223|2346
Douglas should respect|2.054814100265503|2241|5223
Karen worked with|4.072476148605347|5223|2346
Elaine can reveal|4.07283741235733|5223|2346
Rhonda has referenced|3.822907477617264|5223|2346
Emily had hated|6.145052075386047|5223|2346
Vanessa complained about|4.8684234619140625|5223|2346
Jessica is impressing|4.408366680145264|5223|2241
Carrie describes|4.973335266113281|5223|2346
Melanie wasn't discovering|4.447490930557251|5223|2241
William is discovering|4.291097521781921|2241|2346
Elaine observes|2.5613040924072266|5223|2241
Ellen was hiring|3.4745738804340363|5223|2346
Wendy hasn't worried|6.53182578086853|5223|2346
Claire had concealed|5.087417125701904|5223|2346
David visited|1.865402728319168|2241|5223
Suzanne thought about|2.768086791038513|5223|2241
Carla notices|4.553593397140503|5223|2346
Derek wasn't describing|3.501063108444214|2241|5223
Angela can't stun|5.0484355092048645|5223|2346
